,,,,,,,,,frequency,,,,,,,,,dos
,,,,,,,,,-37.7735292733048,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-36.7735292733048,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-35.7735292733047,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-34.7735292733047,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-33.7735292733048,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-32.7735292733048,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-31.7735292733047,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-30.7735292733047,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-29.7735292733048,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-28.7735292733048,,,,,,,,,6.98267643406324E-87
,,,,,,,,,-27.7735292733048,,,,,,,,,6.98304621099555E-87
,,,,,,,,,-26.7735292733047,,,,,,,,,3.77041348375355E-85
,,,,,,,,,-25.7735292733047,,,,,,,,,2.1101872418812E-79
,,,,,,,,,-24.7735292733047,,,,,,,,,7.31706305545665E-74
,,,,,,,,,-23.7735292733048,,,,,,,,,1.54322005630159E-68
,,,,,,,,,-22.7735292733048,,,,,,,,,1.9802321606607E-63
,,,,,,,,,-21.7735292733047,,,,,,,,,1.54645423617728E-58
,,,,,,,,,-20.7735292733047,,,,,,,,,7.35260512194376E-54
,,,,,,,,,-19.7735292733047,,,,,,,,,2.12909809299687E-49
,,,,,,,,,-18.7735292733048,,,,,,,,,3.75652114671409E-45
,,,,,,,,,-17.7735292733048,,,,,,,,,4.0403404608027E-41
,,,,,,,,,-16.7735292733048,,,,,,,,,2.6504645943774E-37
,,,,,,,,,-15.7735292733048,,,,,,,,,1.06109867043849E-33
,,,,,,,,,-14.7735292733048,,,,,,,,,2.59424319280782E-30
,,,,,,,,,-13.7735292733048,,,,,,,,,3.87632572530744E-27
,,,,,,,,,-12.7735292733048,,,,,,,,,3.54301172555798E-24
,,,,,,,,,-11.7735292733048,,,,,,,,,1.98302875677059E-21
,,,,,,,,,-10.7735292733048,,,,,,,,,6.8053769966129E-19
,,,,,,,,,-9.77352927330475,,,,,,,,,1.43432732358501E-16
,,,,,,,,,-8.77352927330475,,,,,,,,,1.86050320511175E-14
,,,,,,,,,-7.77352927330475,,,,,,,,,1.48941115125499E-12
,,,,,,,,,-6.77352927330475,,,,,,,,,7.38693771307464E-11
,,,,,,,,,-5.77352927330475,,,,,,,,,2.28197676592271E-09
,,,,,,,,,-4.77352927330475,,,,,,,,,4.424755964499E-08
,,,,,,,,,-3.77352927330475,,,,,,,,,5.44562854922855E-07
,,,,,,,,,-2.77352927330475,,,,,,,,,4.32437332470914E-06
,,,,,,,,,-1.77352927330475,,,,,,,,,2.27012573846547E-05
,,,,,,,,,-0.773529273304746,,,,,,,,,8.16159824345834E-05
,,,,,,,,,0.226470726695254,,,,,,,,,0.000211106880809
,,,,,,,,,1.22647072669525,,,,,,,,,0.000418353747403
,,,,,,,,,2.22647072669525,,,,,,,,,0.000681106951522
,,,,,,,,,3.22647072669525,,,,,,,,,0.000971942825882
,,,,,,,,,4.22647072669525,,,,,,,,,0.001275699996764
,,,,,,,,,5.22647072669525,,,,,,,,,0.001581807546292
,,,,,,,,,6.22647072669525,,,,,,,,,0.001877509568866
,,,,,,,,,7.22647072669525,,,,,,,,,0.002162379344918
,,,,,,,,,8.22647072669525,,,,,,,,,0.002452322545535
,,,,,,,,,9.22647072669525,,,,,,,,,0.002756117023607
