,,,,,,,,,frequency,,,,,,,,,dos
,,,,,,,,,-6.3945061072909,,,,,,,,,5.74850354517737E-11
,,,,,,,,,-5.3945061072909,,,,,,,,,1.47126054454427E-09
,,,,,,,,,-4.3945061072909,,,,,,,,,2.37480225257297E-08
,,,,,,,,,-3.3945061072909,,,,,,,,,2.45039111771925E-07
,,,,,,,,,-2.3945061072909,,,,,,,,,1.64889502691633E-06
,,,,,,,,,-1.3945061072909,,,,,,,,,7.45377625384174E-06
,,,,,,,,,-0.394506107290897,,,,,,,,,2.36248366682428E-05
,,,,,,,,,0.605493892709103,,,,,,,,,5.55994628814567E-05
,,,,,,,,,1.6054938927091,,,,,,,,,0.00010393512338
,,,,,,,,,2.6054938927091,,,,,,,,,0.000164924649417
,,,,,,,,,3.6054938927091,,,,,,,,,0.000234515181956
,,,,,,,,,4.6054938927091,,,,,,,,,0.00031042843598
,,,,,,,,,5.6054938927091,,,,,,,,,0.000392079286535
,,,,,,,,,6.6054938927091,,,,,,,,,0.000479709745366
,,,,,,,,,7.6054938927091,,,,,,,,,0.0005735365863
,,,,,,,,,8.6054938927091,,,,,,,,,0.000673516903503
,,,,,,,,,9.6054938927091,,,,,,,,,0.000779651869413
,,,,,,,,,10.6054938927091,,,,,,,,,0.000891925482433
,,,,,,,,,11.6054938927091,,,,,,,,,0.001010224915455
,,,,,,,,,12.6054938927091,,,,,,,,,0.001134574322449
,,,,,,,,,13.6054938927091,,,,,,,,,0.001264874298403
,,,,,,,,,14.6054938927091,,,,,,,,,0.001401068453977
,,,,,,,,,15.6054938927091,,,,,,,,,0.001543171349063
,,,,,,,,,16.6054938927091,,,,,,,,,0.001691033171153
,,,,,,,,,17.6054938927091,,,,,,,,,0.001844689823015
,,,,,,,,,18.6054938927091,,,,,,,,,0.002004055740918
,,,,,,,,,19.6054938927091,,,,,,,,,0.0021690354671
,,,,,,,,,20.6054938927091,,,,,,,,,0.002339687017898
,,,,,,,,,21.6054938927091,,,,,,,,,0.002515841099666
,,,,,,,,,22.6054938927091,,,,,,,,,0.002697546354675
,,,,,,,,,23.6054938927091,,,,,,,,,0.002884777856058
,,,,,,,,,24.6054938927091,,,,,,,,,0.00307743055755
,,,,,,,,,25.6054938927091,,,,,,,,,0.003275659991085
,,,,,,,,,26.6054938927091,,,,,,,,,0.003479348188844
,,,,,,,,,27.6054938927091,,,,,,,,,0.003688603035873
,,,,,,,,,28.6054938927091,,,,,,,,,0.003903540773373
,,,,,,,,,29.6054938927091,,,,,,,,,0.004124098492574
,,,,,,,,,30.6054938927091,,,,,,,,,0.004350576630268
,,,,,,,,,31.6054938927091,,,,,,,,,0.004582969358477
,,,,,,,,,32.6054938927091,,,,,,,,,0.004821457647125
,,,,,,,,,33.6054938927091,,,,,,,,,0.005066338395503
,,,,,,,,,34.6054938927091,,,,,,,,,0.005317608594553
,,,,,,,,,35.6054938927091,,,,,,,,,0.005575707189575
,,,,,,,,,36.6054938927091,,,,,,,,,0.005840775996637
,,,,,,,,,37.6054938927091,,,,,,,,,0.006113047477877
,,,,,,,,,38.6054938927091,,,,,,,,,0.006393021644872
,,,,,,,,,39.6054938927091,,,,,,,,,0.00668077500706
,,,,,,,,,40.6054938927091,,,,,,,,,0.006976882146813
,,,,,,,,,41.6054938927091,,,,,,,,,0.00728170016552
,,,,,,,,,42.6054938927091,,,,,,,,,0.007595540151588
,,,,,,,,,43.6054938927091,,,,,,,,,0.007919182193078
,,,,,,,,,44.6054938927091,,,,,,,,,0.008252904460852
,,,,,,,,,45.6054938927091,,,,,,,,,0.008597514213112
,,,,,,,,,46.6054938927091,,,,,,,,,0.008953796812544
,,,,,,,,,47.6054938927091,,,,,,,,,0.009322355915424
,,,,,,,,,48.6054938927091,,,,,,,,,0.009704533873484
,,,,,,,,,49.6054938927091,,,,,,,,,0.010101238460805
,,,,,,,,,50.6054938927091,,,,,,,,,0.010513965612042
,,,,,,,,,51.6054938927091,,,,,,,,,0.01094464427263
,,,,,,,,,52.6054938927091,,,,,,,,,0.011395114556908
,,,,,,,,,53.6054938927091,,,,,,,,,0.011868625663209
,,,,,,,,,54.6054938927091,,,,,,,,,0.012368976237655
,,,,,,,,,55.6054938927091,,,,,,,,,0.012902284613248
,,,,,,,,,56.6054938927091,,,,,,,,,0.013479635125773
,,,,,,,,,57.6054938927091,,,,,,,,,0.014117656081958
,,,,,,,,,58.6054938927091,,,,,,,,,0.014829246944829
,,,,,,,,,59.6054938927091,,,,,,,,,0.015590298036006
,,,,,,,,,60.6054938927091,,,,,,,,,0.016329930138474
,,,,,,,,,61.6054938927091,,,,,,,,,0.016991788825886
,,,,,,,,,62.6054938927091,,,,,,,,,0.017586767695622
,,,,,,,,,63.6054938927091,,,,,,,,,0.018163009264718
,,,,,,,,,64.6054938927091,,,,,,,,,0.018754841053403
,,,,,,,,,65.6054938927091,,,,,,,,,0.019375221037617
,,,,,,,,,66.6054938927091,,,,,,,,,0.020029671700054
,,,,,,,,,67.6054938927091,,,,,,,,,0.020721254336139
,,,,,,,,,68.6054938927091,,,,,,,,,0.021453483135196
,,,,,,,,,69.6054938927091,,,,,,,,,0.022230636763748
,,,,,,,,,70.6054938927091,,,,,,,,,0.023056333121063
,,,,,,,,,71.6054938927091,,,,,,,,,0.02393573897116
,,,,,,,,,72.6054938927091,,,,,,,,,0.024873805419136
,,,,,,,,,73.6054938927091,,,,,,,,,0.025875831872482
,,,,,,,,,74.6054938927091,,,,,,,,,0.026948747336755
,,,,,,,,,75.6054938927091,,,,,,,,,0.02809906801314
,,,,,,,,,76.6054938927091,,,,,,,,,0.029335630236461
,,,,,,,,,77.6054938927091,,,,,,,,,0.030669211763146
,,,,,,,,,78.6054938927091,,,,,,,,,0.032113065713221
,,,,,,,,,79.6054938927091,,,,,,,,,0.033687186193269
,,,,,,,,,80.6054938927091,,,,,,,,,0.035418871477618
,,,,,,,,,81.6054938927091,,,,,,,,,0.037350236720092
,,,,,,,,,82.6054938927091,,,,,,,,,0.039549715328071
,,,,,,,,,83.6054938927091,,,,,,,,,0.042132497604994
,,,,,,,,,84.6054938927091,,,,,,,,,0.045275464094401
,,,,,,,,,85.6054938927091,,,,,,,,,0.049066139704728
,,,,,,,,,86.6054938927091,,,,,,,,,0.053022081434882
,,,,,,,,,87.6054938927091,,,,,,,,,0.055882889279925
,,,,,,,,,88.6054938927091,,,,,,,,,0.056875283295245
,,,,,,,,,89.6054938927091,,,,,,,,,0.057231293455626
,,,,,,,,,90.6054938927091,,,,,,,,,0.058821144489435
,,,,,,,,,91.6054938927091,,,,,,,,,0.06162942049899
,,,,,,,,,92.6054938927091,,,,,,,,,0.064357857290307
,,,,,,,,,93.6054938927091,,,,,,,,,0.0662152548964
