time,area_al2cu_eta1,area_al2cu_eta2,area_al3ni_eta3,area_al3ni_eta4,area_al3ni_eta5,area_al_eta6
20033152,10207.240230457,8019.0571294501,12420.866191063,17305.653949466,23121.358119195,288925.82438037
20196992,10111.190172161,7859.3347401387,12508.560474126,17436.786304681,23192.31263127,288891.81567762
20360832,10016.018772387,7700.1485296757,12597.784635846,17568.342299312,23263.383688039,288854.32207474
20524672,9921.5858892747,7541.3833901342,12688.541278286,17700.10116269,23334.585337402,288813.80294221
20688512,9827.7270973689,7383.0044297214,12780.803538235,17831.881891701,23405.969705993,288770.61333698
20852352,9734.2667475597,7224.9478340253,12874.556505952,17963.553112456,23477.586485223,288725.08931479
21016192,9641.0661930172,7067.3710182161,12969.604297801,18095.0712661,23549.466690348,288677.42053452
21180032,9547.9855383356,6910.7265939884,13065.948846013,18226.002087364,23621.654200951,288627.68273335
21343872,9454.982882744,6755.2311120377,13163.673617421,18356.176482793,23694.185504346,288575.75040066
21507712,9362.0458787197,6601.1829262363,13263.007507109,18485.340131948,23767.105196622,288521.31835937
21671552,9269.225471973,6448.7065449353,13364.21081115,18613.212039296,23840.42180485,288464.2233278
21835392,9176.6207408829,6297.6746196575,13467.480306485,18739.852163311,23914.161362106,288404.21080756
21999232,9084.3682395764,6148.168342717,13572.881232307,18865.043436377,23988.295910629,288341.2428384
22163072,8992.6220235146,6000.2084175817,13680.027378263,18989.112788812,24062.815237843,288275.21415399
22326912,8901.5597633549,5854.3100472354,13788.532339386,19111.724079882,24137.629982673,288206.24378747
22490752,8811.3404206562,5711.1842017102,13897.373378366,19232.869671686,24212.70168076,288134.53064682
22654592,8722.0440346853,5570.3540910992,14006.374995579,19352.621995543,24287.897853337,288060.70702976
22818432,8633.6991755581,5432.0958379201,14114.707780621,19470.996852237,24363.160847151,287985.33950651
22982272,8546.2161295657,5295.6173290188,14222.789874484,19587.93578873,24438.337993552,287909.10288465
23146112,8459.4909360306,5159.7758710106,14330.753862096,19704.224939666,24513.386261622,287832.36812958
23309952,8373.360084745,5024.825555273,14438.527950595,19819.584132731,24588.163305386,287755.53897127
23473792,8287.6185239246,4891.1790203664,14545.754815883,19933.992778664,24662.650818725,287678.80404244
23637632,8202.1476520872,4759.2182683628,14652.044073364,20047.568209269,24736.738115183,287602.28368174
23801472,8116.7762096511,4629.7767478219,14757.336968346,20159.76747489,24810.458660081,287525.88393921
23965312,8031.4767124593,4502.3331928374,14861.924140862,20271.035526442,24883.744087766,287449.48633963
24129152,7946.2055818529,4377.5302440926,14966.037872459,20380.825032636,24956.646853009,287372.75441595
24292992,7861.0165148876,4255.5383631164,15069.674582217,20489.1521368,25029.148605816,287295.46979716
24456832,7775.9776651211,4136.7675141381,15172.572537399,20596.020750542,25101.277768577,287217.38376422
24620672,7691.2201892507,4021.1949993835,15274.632554627,20701.603064599,25173.059366283,287138.28982586
24784512,7606.8903811879,3908.3133610601,15375.935103506,20806.224422718,25244.545206955,287058.09152458
24948352,7523.1411081522,3797.2712297302,15476.808094395,20910.272581495,25315.754362679,286976.75262355
25061860.352,7465.5308999813,3720.8578904703,15546.608582278,20982.310252721,25364.960611076,286919.73176347
25124808.466432,7433.7410718317,3678.7060349675,15585.289060498,21022.174778205,25392.20777899,286887.88127551
25147909.205732,7422.1065011515,3663.1856279816,15599.478075392,21036.875952683,25402.199536428,286876.15430637
25155478.855985,7418.2969234927,3658.1152808919,15604.122155436,21041.686114783,25405.472238954,286872.30728644
